Date,failure_prob,topicid36_Power_preprocessed_Trend,topicid36_Voltage_preprocessed_Trend,topicid36_Current_preprocessed_Trend
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.120247728144696,0
03/02/2025,1,0,-5.949128817464096,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-6.30044186224948,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.8046751809924064,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-3.486838330011174,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-4.89029130733016,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.8661206298568107,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.374946898022473,0
03/02/2025,1,0,-3.514364660911417,0
03/02/2025,1,0,-1.8046751809924064,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.706688663524734,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.3241689687222333,0
03/02/2025,1,0,-6.478972675628435,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.7748692811690923,0
03/02/2025,1,0,-6.478972675628435,0
03/02/2025,1,0,-4.176377396345005,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.004713906673427637,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.0367919384388653,0
03/02/2025,1,0,-2.211520731804905,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.18527208814430196,0
03/02/2025,1,0,-2.374946898022473,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.5564698461407263,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-5.937586832747144,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.9307760423621554,0
03/02/2025,1,0,-5.949128817464096,0
