Date,failure_prob,topicid40_Power_preprocessed_Trend,topicid40_Voltage_preprocessed_Trend,topicid40_Current_preprocessed_Trend
03/02/2025,0,0,0,0
03/02/2025,1,0,1.6735156702440133,0
03/02/2025,1,0,1.02184323663612,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,2.8435263845470153,0
03/02/2025,1,0,0.68226277115998,0
03/02/2025,0,0,0,0
03/02/2025,1,0,0.3855399515500828,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.0248124935532292,0
03/02/2025,1,0,1.0617530278892362,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,4.044582697966987,0
03/02/2025,1,0,6.594066433949791,0
03/02/2025,1,0,7.180446939029428,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,3.646501286609611,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,6.700420974052098,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.9047453816124218,0
03/02/2025,0,0,0,0
03/02/2025,1,0,5.580461474499221,0
03/02/2025,1,0,6.0251122734137725,0
03/02/2025,1,0,7.195536002214627,0
03/02/2025,0,0,0,0
03/02/2025,1,0,3.700375650007007,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.3199686394574774,0
03/02/2025,1,0,1.4922835903871405,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.9301508986089475,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,0.12615407880473217,0
03/02/2025,1,0,1.5510176154949438,0
03/02/2025,1,0,2.194137666586787,0
03/02/2025,0,0,0,0
03/02/2025,1,0,5.580461474499221,0
03/02/2025,1,0,4.654941612523227,0
03/02/2025,0,0,0,0
03/02/2025,1,0,5.580461474499221,0
03/02/2025,1,0,3.904886580353053,0
03/02/2025,1,0,0.3026252645900325,0
03/02/2025,1,0,2.8463809148053754,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,0.68226277115998,0
03/02/2025,1,0,3.6122497070173467,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,3.360995630658194,0
03/02/2025,1,0,1.6284774360711962,0
03/02/2025,1,0,3.987971817437384,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,6.03392734085687,0
03/02/2025,0,0,0,0
03/02/2025,1,0,0.607255524445498,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,4.916631059773865,0
03/02/2025,1,0,6.594066433949791,0
03/02/2025,1,0,5.590024714854195,0
03/02/2025,1,0,0.607255524445498,0
03/02/2025,1,0,6.878233408826295,0
03/02/2025,1,0,2.0769645232461436,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,7.180446939029428,0
03/02/2025,1,0,2.3095441334890747,0
03/02/2025,1,0,5.580461474499221,0
03/02/2025,0,0,0,0
03/02/2025,1,0,6.026929657571472,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,6.878233408826295,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.572494237487228,0
03/02/2025,1,0,6.026929657571472,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.9301508986089475,0
03/02/2025,1,0,1.5510176154949438,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,4.243393107832638,0
03/02/2025,1,0,6.46899826240389,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.775513561396349,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,6.386413042689751,0
03/02/2025,1,0,5.632604282605906,0
03/02/2025,1,0,2.194137666586787,0
03/02/2025,1,0,5.590024714854195,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,0.12615407880473217,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.0248124935532292,0
03/02/2025,1,0,4.916631059773865,0
03/02/2025,1,0,0.3855399515500828,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.0617530278892362,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,0.607255524445498,0
03/02/2025,0,0,0,0
03/02/2025,1,0,6.594066433949791,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.9047453816124218,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,6.46899826240389,0
03/02/2025,1,0,6.03392734085687,0
03/02/2025,1,0,2.0769645232461436,0
03/02/2025,1,0,2.3095441334890747,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.572494237487228,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,0.3026252645900325,0
03/02/2025,1,0,2.194137666586787,0
03/02/2025,1,0,1.9301508986089475,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.775513561396349,0
03/02/2025,0,0,0,0
03/02/2025,1,0,7.180446939029428,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,2.8435263845470153,0
03/02/2025,1,0,6.386413042689751,0
03/02/2025,1,0,1.6284774360711962,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.0617530278892362,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,3.700375650007007,0
03/02/2025,0,0,0,0
03/02/2025,1,0,6.026929657571472,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,6.700420974052098,0
03/02/2025,0,0,0,0
03/02/2025,1,0,4.243393107832638,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,4.654941612523227,0
03/02/2025,1,0,5.590024714854195,0
03/02/2025,1,0,3.904886580353053,0
03/02/2025,1,0,2.0769645232461436,0
03/02/2025,1,0,7.180446939029428,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.775513561396349,0
03/02/2025,1,0,2.0769645232461436,0
03/02/2025,0,0,0,0
03/02/2025,1,0,3.646501286609611,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.9047453816124218,0
03/02/2025,1,0,1.6735156702440133,0
03/02/2025,0,0,0,0
03/02/2025,1,0,3.360995630658194,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.3199686394574774,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,0.3855399515500828,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,5.632604282605906,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.02184323663612,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.0617530278892362,0
03/02/2025,1,0,6.0251122734137725,0
03/02/2025,1,0,3.987971817437384,0
03/02/2025,1,0,6.03392734085687,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,1.9301508986089475,0
03/02/2025,0,0,0,0
03/02/2025,1,0,2.8435263845470153,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
